"EN 301 349","Version 6.3.1","Publication","PU",,"1999-06","DEN/SMG-020460Q6","SMG 2","185 Pages","Q","en_301349v060301p.pdf","en_301349v060301p0.zip","","","Digital cellular telecommunications system (Phase 2+);","General Packet Radio Service (GPRS);","Mobile Station (MS) - Base Station System (BSS) interface;","Radio Link Control / Medium Access Control (RLC/MAC) protocol (GSM 04.60 version 6.3.1 Release 1997)","","","."
"ES 201 286","Version 1.1.1","Publication","PU",,"1999-06","DES/TM-01050","TM 1","18 Pages","C","es_201286v010101p.pdf","","","","Transmision and Multiplexing (TM);","Passive optical components;","Connector-type optical fixed attenuators for single-mode optical fibre communications systems;","Common requirements and conformance testing","","","To prepare an ES on connectorised attenuators for single mode optical fibre. "
"SR 001 677","Version 1.1.1","Publication","PU",,"1999-06","DSR/GA-00001","GA","42 Pages","ZZ","sr_001677v010101p.pdf","","","","Seamless service offering;","Giving users consistent access to application/service portfolios idenpendent of access network and core network;","Companion document","","","","guidelines for the national transposition of ETSI deliverables"
"EN 301 199","Version 1.2.1","Publication","PU",,"1999-06","REN/JTC-DVB-79","BROADCAS","127 Pages","O","en_301199v010201p.pdf","","","","Digital Video Broadcasting (DVB);","Interaction channel for Local Multi-point Distribution Systems (LMDS)","","","","","Interaction channel for LMDS distribution systems Revision of version 1.1.1 (11/98) in order to cope with substantive changes proposed by DVB (Rapp): - Technical commetns received from Vote (DE); - Alignment with ETS 300 800 (RC-Cable); - Alignment with progress in ETSI (DVB)/ITU, DAVIC/ISO. "
"EN 301 140-1","Version 1.3.4","Publication","PU",,"1999-06","DEN/SPS-03038-1","SPS 3","634 Pages","P2600","en_30114001v010304p.pdf","en_30114001v010304p0.zip","","","Intelligent Network (IN);","Intelligent Network Application Protocol (INAP);","Capability Set 2 (CS2);","Part 1: Protocol specification","","","To produce a version of INAP for CS2 with as few options as possible suitable for implementation in Europe. Close co-operation must be ensured with SPS2 with regard to CTM and UPT support. Other aspects which need to be addressed are those surrounding VPN such as CTN and GVNS. The Call Party Handling procedures must also be supported. The validated SDLl model must be part of th enormative text and shall define the behaviour of the various operations applicable for the defined IN CS2 functional interface. The specification should also address aspects of interaction between IN structured networks. As a result of this, new IN functionality may be identified such as the interworking function; the impact this has on the INAP and ISUP/DSS1 will need to be explored. The CS2 definitions should be fully compatible with the existing CS1 INAP. "
"EN 300 176-1","Version 1.3.2","Publication","PU",,"1999-06","REN/DECT-040118-1","DECT 4","108 Pages","N","en_30017601v010302p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Approval test specification;","Part 1: Radio","","","","To update ETS 300 176-1 based upon EN DEN-DECT-050115 which adds optional 4-level and 8-level modulation schemes to provide 2Mbit/s services.  Approved change requests to Edition 2 are also included. "
"EN 301 040","Version 2.0.0","Publication","PU",,"1999-06","DEN/TETRA-06027-1","TETRA 6","51 Pages","J","en_301040v020000p.pdf","en_301040v020000p0.zip","","","Terrestrial Trunked Radio (TETRA);","Security;","Lawful Interception (LI) interface","","","","To define an interface to allow Lawful Interception of all TETRA traffic and signalling. The requirements and stage 1 definitions are to be included in this edition."
"EN 300 417-7-1","Draft Version 1.1.1","Public Enquiry","PE",9947,"1999-06","DEN/TM-01015-7-1","TM 1","77 Pages","L","en_3004170701v010101c.pdf","","","","Transmission and Multiplexing (TM);","Generic requirements of transport functionality of equipment;","Part 7-1: Equipment management and auxiliary layer functions","","","","Functional requirements for auxiliary layers in equipment based on the principles described in part 1-1. "
"EN 300 417-6-2","Draft Version 1.1.1","Public Enquiry","PE",9947,"1999-06","DEN/TM-01015-6-2","TM 1","95 Pages","M","en_3004170602v010101c.pdf","en_3004170602v010101c0.zip","","","Transmission and Multiplexing (TM);","Generic requirements of transport functionality of equipment;","Part 6-2: Synchronization layer functions;","Implementation Conformance Statement (ICS) proforma specification","","","ICS proforma for ETS 300 417-6-1 "
"ES 201 263","Version 1.1.1","Publication","PU",,"1999-06","DES/TM-01048","TM 1","14 Pages","B","es_201263v010101p.pdf","","","","Transmission and Multiplexing (TM);","Passive optical components;","Fibre optic mechanical splices for single-mode optical fibre communications systems;","Common requirements and conformance testing","","","To study and prepare for an ES on mechanical splices for monomode optical fibre communications systems. "
"EN 300 324-1","Version 1.2.3","Publication","PU",,"1999-06","REN/SPS-09050-1","SPS 9","287 Pages","P700","en_30032401v010203p.pdf","en_30032401v010203p0.zip","","","V interfaces at the digital Local Exchange (LE);","V5.1 interface for the support of Access Network (AN);","Part 1: V5.1 interface specification","","","","Request for a new edition of the V5.1 interface specification (part 1) to incorporate/include the amendments A1 and the changes in the PSTN restart procedures by leaving the DiSCONNECT COMPLETE message as it is and not send DISCONNECT COMPLETE in state AN1 or LE1 and treat the message as an unexpected message in the OUT OF SERVICE  state. The aim is also to include further comments discussed during the time frame not later than milestone 6 for this work item. "
"EN 300 175-1","Version 1.4.2","Publication","PU",,"1999-06","REN/DECT-000129-1","DECT","23 Pages","D","en_30017501v010402p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Common Interface (CI);","Part 1: Overview","","","","To update ETS 300 175  to an EN in line with the update of other parts of ETS (EN) 300 175"
"EN 300 175-5","Version 1.4.2","Publication","PU",,"1999-06","REN/DECT-000129-5","DECT","267 Pages","S","en_30017505v010402p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Common Interface (CI);","Part 5: Network (NWK) Layer","","","","To update ETS 300 175  Edition 3 based upon change requests received. "
"EN 300 175-8","Version 1.4.2","Publication","PU",,"1999-06","REN/DECT-000129-8","DECT","39 Pages","G","en_30017508v010402p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Common Interface (CI);","Part 8: Speech Coding and Transmission","","","","To update ETS 300 175-8  Edition 2 based upon change requests received. "
"EN 300 175-6","Version 1.4.2","Publication","PU",,"1999-06","REN/DECT-000129-6","DECT","42 Pages","H","en_30017506v010402p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Common Interface (CI);","Part 6: Identities and Addressing","","","","To update ETS 300 175-6  Edition 2 (including amendment 1) based upon change requests received. "
"EN 300 175-4","Version 1.4.2","Publication","PU",,"1999-06","REN/DECT-000129-4","DECT","144 Pages","O","en_30017504v010402p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Common Interface (CI);","Part 4: Data Link Control (DLC) Layer","","","","To update ETS 300 175  Edition 2 based upon change requests received. "
"EN 301 437","Version 1.1.1","Publication","PU",,"1999-06","DEN/ATA-005070","ATA","30 Pages","E","en_301437v010101p.pdf","en_301437v010101p0.zip","","","Terminal Equipment (TE);","Attachment requirements for pan-European approval for connection to the analogue Public Switched Telephone Networks (PSTNs) of TE supporting the voice telephony service in which network addressing, if provided, is by means of Dual Tone","Multi Frequency (DTMF) signalling","","","","This EN (harmonised standard) specifies the technical characteristics (electrical and mechanical interface requirements and access protocol) under Articles 4(d) and 4(f) of Directive 91/263/EEC to be provided by a single terminal equipment which is intended (a) for pan-European approval and (b) for connection by two wires to an analogue interface of the PSTN.   This interface is characterized by d.c. loop seizure and clearing, uses low frequency a.c. ringing below the speech passband to indicate an incoming call and in the transmission phase has an approximate bandwidth of 3kHz at the network termination point,  and (c) for supporting any telephony service. "
"TBR 006","Edition 3","Publication","PU",,"1999-06","RTBR/DECT-000117","DECT","104 Pages","N","tbr_006e03p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","General terminal attachment requirements","","","","","To update TBR 6 based upon EN 300 176-1 which adds optional 4-level and 8-level modulation schemes to provide 2Mbit/s services. "
"EN 300 175-7","Version 1.4.2","Publication","PU",,"1999-06","REN/DECT-000129-7","DECT","101 Pages","N","en_30017507v010402p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Common Interface (CI);","Part 7: Security Features","","","","To update ETS 300 175-7  Edition 3 based upon change requests received. "
"EN 300 175-3","Version 1.4.2","Publication","PU",,"1999-06","REN/DECT-000129-3","DECT","205 Pages","Q","en_30017503v010402p.pdf","","","","Digital Enhanced Cordless Telecommunications (DECT);","Common Interface (CI);","Part 3: Medium Access Control (MAC) Layer","","","","To update ETS 300 175  Edition 2 based upon change requests received."
"EN 300 417-4-2","Version 1.1.1","Publication","PU",,"1999-06","DEN/TM-01015-4-2","TM 1","308 Pages","T","en_3004170402v010101p.pdf","en_3004170402v010101p0.zip","","","Transmission and Multiplexing (TM);","Generic requirements of transport functionality of equipment;","Part 4-2: Synchronous Digital Hierarchy (SDH) path layer functions;","Implementation Conformance Statement (ICS) proforma specification","","","ICS proforma for ETS 300 417-4-1 "
"ETS 300 394-4-2","Edition 1","Publication","PU",,"1999-06","DE/TETRA-02009-4-2","TETRA 2","34 Pages","P500","ets_3003940402e01p.pdf","ets_3003940402e01p0.zip","","","Terrestrial Trunked Radio (TETRA);","Conformance testing specification;","Part 4: Protocol testing specification for Direct Mode Operation (DMO);","Sub-part 2: Abstract Test Suite (ATS) for Mobile Station to Mobile Station (MS-MS) Air Interface (AI)","","","Protocol conformance testing (TTCN) for mobile stations to be used for Direct Mode operation  Supporting ETSI members: Alcatel, Bosch, Motorola, Nokia, and Philips "
"ETS 300 394-4-8","Edition 1","Publication","PU",,"1999-06","DE/TETRA-02009-4-8","TETRA 2","29 Pages","E","ets_3003940408e01p.pdf","","","","Terrestrial Trunked Radio (TETRA);","Conformance testing specification;","Part 4: Protocol testing specification for Direct Mode Operation (DMO);","Sub-part 8: Test Suite Structure and Test Purposes (TSS&TP) for Direct Mode Gateway (DM-GATE)","","","Protocol conformance testing (TTCN) for mobile stations to be used for Direct Mode operation  Supporting ETSI members: Alcatel, Bosch, Motorola, Nokia, and Philips "
"ETS 300 394-4-10","Edition 1","Publication","PU",,"1999-06","DE/TETRA-02009-4-10","TETRA 2","25 Pages","U","ets_3003940410e01p.pdf","ets_3003940410e01p0.zip","","","Terrestrial Trunked Radio (TETRA);","Conformance testing specification;","Part 4: Protocol testing specification for Direct Mode Operation (DMO);","Sub-part 10: Abstract Test Suite (ATS) for Direct Mode Gateway (DM-GATE)","","","Protocol conformance testing (TTCN) for mobile stations to be used for Direct Mode operation  Supporting ETSI members: Alcatel, Bosch, Motorola, Nokia, and Philips "
"EN 300 207-3","Version 1.3.2","Publication","PU",,"1999-06","REN/SPS-05065-3","SPS 5","37 Pages","G","en_30020703v010302p.pdf","","","","Integrated Services Digital Network (ISDN);","Diversion supplementary services;","Digital Subscriber Signalling System No. one (DSS1) protocol;","Part 3: Test Suite Structure and Test Purposes (TSS&TP) specification for the user","","","Test specification for RE/SPS-05065-1 (SCF enhancement) "
"ETS 300 833","Edition 1","Publication","PU",,"1999-06","DE/TM-04036","TM 4","34 Pages","F","ets_300833e01p.pdf","","","","Fixed Radio Systems;","Point to Point Antennas;","Antennas for point-to-point fixed radio systems operating in the frequency band 3 GHz to 60 GHz","","","","see title "
"ETS 300 392-4-3","Edition 1","Publication","PU",,"1999-06","DE/TETRA-03001-04-3","TETRA 3","10 Pages","A","ets_3003920403e01p.pdf","","","","Terrestrial Trunked Radio (TETRA);","Voice plus Data (V+D);","Part 4: Gateways basic operation;","Sub-part 3: Data networks gateway","","","To define the Data Network gateway to provide TETRA users access to pu blic Data Networks. "
"ETS 300 394-4-1","Edition 1","Publication","PU",,"1999-06","DE/TETRA-02009-4-1","TETRA 2","44 Pages","H","ets_3003940401e01p.pdf","","","","Terrestrial Trunked Radio (TETRA);","Conformance testing specification;","Part 4: Protocol testing specification for Direct Mode Operation (DMO);","Sub-part 1: Test Suite Structure and Test Purposes (TSS&TP) for Mobile Station to Mobile Station (MS-MS) Air Interface (AI)","","","Protocol conformance testing (TTCN) for mobile stations to be used for Direct Mode operation  Supporting ETSI members: Alcatel, Bosch, Motorola, Nokia, and Philips "
"ETS 300 394-4-7","Edition 1","Publication","PU",,"1999-06","DE/TETRA-02009-4-7","TETRA 2","45 Pages","H","ets_3003940407e01p.pdf","","","","Terrestrial Trunked Radio (TETRA);","Conformance testing specification;","Part 4: Protocol testing specification for Direct Mode Operation (DMO);","Sub-part 7: Test Suite Structure and Test Purposes (TSS&TP) for Mobile Station to GateWay (MS-GW) Air Interface (AI)","","","Protocol conformance testing (TTCN) for mobile stations to be used for Direct Mode operation  Supporting ETSI members: Alcatel, Bosch, Motorola, Nokia, and Philips "
"ETS 300 394-4-9","Edition 1","Publication","PU",,"1999-06","DE/TETRA-02009-4-9","TETRA 2","38 Pages","P600","ets_3003940409e01p.pdf","ets_3003940409e01p0.zip","","","Terrestrial Trunked Radio (TETRA);","Conformance testing specification;","Part 4: Protocol testing specification for Direct Mode Operation (DMO);","Sub-part 9: Abstract Test Suite (ATS) for Mobile Station (MS) Gateway","","","Protocol conformance testing (TTCN) for mobile stations to be used for Direct Mode operation  Supporting ETSI members: Alcatel, Bosch, Motorola, Nokia, and Philips "
"ETS 300 396-8-3","Edition 1","Publication","PU",,"1999-06","DE/TETRA-02007-8-3","TETRA 2","79 Pages","L","ets_3003960803e01p.pdf","ets_3003960803e01p0.zip","","","Terrestrial Trunked Radio (TETRA);","Technical requirements for Direct Mode Operation (DMO);","Part 8: Protocol Implementation Conformance Statement (PICS) proforma specification;","Sub-part 3: Gateway Air Interface (AI)","","","To produce a PICS proforma for Direct Mode Operation of Mobile terminals "
"EG 201 188","Version 1.1.1","Publication","PU",,"1999-06","DEG/ATA-006001","ATA","20 Pages","C","eg_201188v010101p.pdf","","","","Public Switched Telephone Network (PSTN);","Network Termination Point (NTP) analogue interface;","Specification of physical and electrical characteristics at a 2-wire analogue presented NTP for short to medium length loop applications","","","","The objective of this guide is to lay down harmonized specifications for a Network Termination Point of supporting voice and non-voice terminals, particularly suitable for use by new network operators operating in several European countries. These specifications take due account of the harmonized terminal equipment specifications. "
"SR 001 687","Version 1.1.1","Publication","PU",,"1999-06","DSR/GA-00002","GA","35 Pages","ZZ","sr_001687v010101p.pdf","","","","Global Multimedia Mobility (GMM);","Seamless service offering","","","","","guidelines for the national transposition of ETSI deliverables"
"EN 301 384","Version 1.1.1","Publication","PU",,"1999-05","DEN/TMN-00040","TMN","17 Pages","C","en_301384v010101p.pdf","en_301384v010101p0.zip","","","Telecommunications Management Network (TMN);","Performance monitoring for Plesynchronous Digital Hierarchy (PDH) interfaces;","Information model for the Network Element (NE) view","","","","Definition of the information model for performance monitoring of PDH-interfaces for the Network Element View  Supported by: Tellabs Oy, Alcatel Italia, Alcatel SEL, Deutsche Telekom  Reference documents: prETS 300 417, ETS 300 371, DEN/TM-02246"
"ES 200 653","Version 1.2.1","Publication","PU",,"1999-05","RES/TMN-00030","TMN","142 Pages","O","es_200653v010201p.pdf","es_200653v010201p0.zip","","","Telecommunications Management Network (TMN);","Network level generic class library","","","","","Maintenance and enchancement of I-ETS 300 653 and issue as an ETS "
"TS 101 350","Version 6.2.0","Publication","PU",,"1999-05","RTS/SMG-020364Q6R2","SMG 2","42 Pages","H","ts_101350v060200p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","General Packet Radio Service (GPRS);","Overall description of the GPRS radio interface;","Stage 2 (GSM 03.64 version 6.2.0 Release 1997)","","","SUBJECT Changes on all chapters to align the spec. with other GPRS specifications. Clarification on PACCH allocation for fixed assignment "
"EN 300 919","Version 6.0.1","Publication","PU",,"1999-05","DEN/SMG-010206Q6","SMG 1","10 Pages","A","en_300919v060001p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Types of Mobile Stations (MS) (GSM 02.06 version 6.0.1 Release 1997)","","","","","Upgrade from Phase 2+ to Release 1997"
"EN 300 920","Version 6.0.1","Publication","PU",,"1999-05","DEN/SMG-010209Q6","SMG 1","11 Pages","B","en_300920v060001p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Security aspects (GSM 02.09 version 6.0.1 Release 1997)","","","","","Upgrade from Phase 2+ to Release 1997"
"TS 101 267","Version 6.3.0","Publication","PU",,"1999-05","RTS/SMG-091114Q6R3","SMG 9","66 Pages","K","ts_101267v060300p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Specification of the SIM application toolkit for the Subscriber Identity Module - Mobile Equipment (SIM - ME) interface (GSM 11.14 version 6.3.0 Release 1997)","","","","","SUBJECT Additional information field mandatory in case of USSD Return Error result. Clarification regarding the ME changing the contents of SIM commands e.g. SEND SMS Clarification about USSD return result Clarification of the ’93 00’ status response handling Introduction of a 1bis SIM toolkit class for release 97 Possible result values for SET UP EVENT LIST command "
"ETS 300 949","Edition 2","Publication","PU",,"1999-05","RE/SMG-030469QR1","SMG 3","29 Pages","E","ets_300949e02p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Broadcast Call Control (BCC) protocol (GSM 04.69 version 5.1.1 Release 1996)","","","","","SUBJECT GSM 04.69 Corrections. Get Status Procedure Set Status Procedure  "
"TS 101 046","Version 6.3.0","Publication","PU",,"1999-05","RTS/SMG-030978Q6R2","SMG 3","108 Pages","N","ts_101046v060300p.pdf","ts_101046v060300p0.zip","","","Digital cellular telecommunications system (Phase 2+);","Customised Applications for Mobile network Enhanced Logic (CAMEL);","CAMEL Application Part (CAP) specification (GSM 09.78 version 6.3.0 Release 1997)","","","","SUBJECT Corrections on GSM 09.78 Support of CAMEL Phase 2 "
"TS 101 038","Version 5.2.0","Publication","PU",,"1999-05","RTS/SMG-030334QR2","SMG 3","20 Pages","C","ts_101038v050200p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","High Speed Circuit Switched Data (HSCSD) - Stage 2 (GSM 03.34 version 5.2.0 Release 1996 )","","","","","This Specification proposes a stage-2 service description for a High Speed Circuit Switched Data (HSCSD) on GSM. In analogy with CCITT Recommendations I.130 [7] (refer to annex A) and with reference of CCITT Recommendations VI.1 Q.65 [8](Stage 2 of the method for characterisation of services supported by an ISDN), the second stage of the HSCSD is defined as follows. Stage 2 identifies the functional capabilities and information flows needed to support the service as described in Requirements of High Speed Circuit Switched Data (HSCSD), GSM 01.34 [6]. Furthermore, it identifies various possible physical locations for the functional capabilities. The output of Stage 2, which is signalling system independent, is used as an input to Stage 3, the design of signalling system and switching Recommendations. "
"TS 101 441","Version 6.3.0","Publication","PU",,"1999-05","RTS/SMG-030378Q6R2","SMG 3","193 Pages","Q","ts_101441v060300p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Customised Applications for Mobile network Enhanced Logic (CAMEL) Phase 2;","Stage 2 (GSM 03.78 version 6.3.0 Release 1997)","","","","SUBJECT Corrections Interworking CAMEL with general Bearer Service GSM Forwarding Pending Indication in IDP Operation CAMEL Phase 2 stage 2 "
"TS 100 521","Version 6.1.0","Publication","PU",,"1999-05","RTS/SMG-030301Q6R1","SMG 3","18 Pages","C","ts_100521v060100p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Network functions (GSM 03.01 version 6.1.0 Release 1997)","","","","","Upgrade from Phase 2+ to Release 1997"
"TR 101 680","Version 1.1.1","Publication","PU",,"1999-05","DTR/MTS-00054","MTS","54 Pages","J","tr_101680v010101p.pdf","","","","Methods for Testing and Specification (MTS);","A harmonized integration of ASN.1, TTCN and SDL","","","","","To provide a TR offering technical solutions for fully integrating ASN.1, TTCN and SDL in a format that should be readily acceptable by ITU-T and ISO as updates to Z.105, ISO/IEC 9646-3 (version 2) and the X.680 series of recommendations. "
"TS 101 203-2","Version 1.2.1","Publication","PU",,"1999-05","RTS/PTS-00021-2","PTS","241 Pages","S","ts_10120302v010201p.pdf","","","","Identification card systems;","Telecommunications IC cards and terminals;","Test methods and conformance testing for EN 726-3;","Part 2: Test Suite Structure and Test Purposes (TSS&TP) specification","","","This new version takes into account comments received during the CEN enquiry on prEN13343."
"TS 101 204-2","Version 1.2.1","Publication","PU",,"1999-05","RTS/PTS-00022-2","PTS","44 Pages","H","ts_10120402v010201p.pdf","","","","Identification card systems;","Telecommunications IC cards and terminals;","Test methods and conformance testing for EN 726-4;","Part 2: Test Suite Structure and Test Purposes (TSS & TP) specification","","","This new version takes into account comments received during the CEN enquiry on prEN 13344."
"TS 101 207-3","Version 1.2.1","Publication","PU",,"1999-05","RTS/PTS-00023-3","PTS","24 Pages","P1000","ts_10120703v010201p.pdf","ts_10120703v010201p0.zip","","","Identification card systems;","Telecommunications IC cards and terminals;","Test methods and conformance testing for EN 726-7;","Part 3: Abstract Test Suite (ATS) and Implementation eXtra Information for Testing (IXIT) proforma specification.","","","This new version takes into account the comments received during the CEN enquiry on prEN 13345."
"EN 301 067-2","Version 1.1.3","Publication","PU",,"1999-05","DEN/SPS-05082-2","SPS 5","19 Pages","C","en_30106702v010103p.pdf","en_30106702v010103p0.zip","","","Broadband Integrated Services Digital Network (B-ISDN);","Digital Subscriber Signalling System No. two (DSS2) protocol;","Connection characteristics;","Negotiation during call/connection establishment phase;","Part 2: Protocol Implementation Conformance Statement (PICS) proforma specification","","PICS proforma spec "
"EN 300 646-1","Version 4.2.2","Publication","PU",,"1999-05","REN/SPS-01070","SPS 1","28 Pages","E","en_30064601v040202p.pdf","","","","Integrated Services Digital Network (ISDN);","Signalling System No.7;","Digital cellular telecommunications system (Phase 2);","Application of ISDN User Part (ISUP) version 2 for the ISDN-Public Land Mobile Network (PLMN) signalling interface;","Part 1: Protocol specification (GSM 09.12 version 4.2.2)","","Amend ETS 300 646-1 (GSM 09.12) to take account of the results from voting (V9717), and Change Requests; - CR 09.12 v.4.1.0 A001 - CR 09.12 v.4.1.0 A003 Supporting ETSI Members: Vodafone Ltd, Marconi Communications Ltd, Lucent Technologies and Cable & Wireless Communications Ltd. "
"EN 301 003-2","Version 1.1.3","Publication","PU",,"1999-05","DEN/SPS-05083-2","SPS 5","19 Pages","C","en_30100302v010103p.pdf","en_30100302v010103p0.zip","","","Broadband Integrated Services Digital Network (B-ISDN);","Digital Subscriber Signalling System No. two (DSS2) protocol;","Connection characteristics;","Peak cell rate modification by the connection owner;","Part 2: Protocol Implementation Conformance Statement (PICS) proforma specification","","PICS proforma spec "
"EN 301 003-1","Version 1.1.3","Publication","PU",,"1999-05","DEN/SPS-05083-1","SPS 5","8 Pages","A","en_30100301v010103p.pdf","","","","Broadband Integrated Services Digital Network (B-ISDN);","Digital Subscriber Signalling System No. two (DSS2) protocol;","Connection characteristics;","Peak cell rate modification by the connection owner;","Part 1: Protocol specification [ITU-T Recommendation Q.2963.1 (1996), modified]","","B-ISDN UNI layer 3 signalling CS2 - step 1 at the UNI "
"EN 300 923","Version 6.0.1","Publication","PU",,"1999-05","DEN/SMG-010224Q6","SMG 1","14 Pages","B","en_300923v060001p.pdf","","","","Digital cellular telecommunications system (Phase 2+);","Description of Charge Advice Information (CAI) (GSM 02.24 version 6.0.1 Release 1997)","","","","","Upgrade from Phase 2+ to Release 1997"
"EG 202 102","Version 1.2.1","Publication","PU",,"1999-05","DEG/ECMA-00174","ECMATC32","20 Pages","C","eg_202102v010201p.pdf","","","","Private Integrated Services Network (PISN);","Service profiles of mobile PISN users;","General requirements","","","","Defines and analyses the contents of the service profiles of PISN usres who are moving outside their home PINX. The service profilmes can be exchanged within the users own PISN."
"EG 202 103","Version 1.1.1","Publication","PU",,"1999-05","REG/MTS-00056","MTS","60 Pages","J","eg_202103v010101p.pdf","","","","Methods for Testing and Specification (MTS);","Guide for the use of the second edition of TTCN","","","","","To produce a guide which presents the options available for the use of TTCN. This will identify the advantages and disadvantages of particular approaches so that an informed decision can be made by any TB/WG embarking on the development of a new testing standard.  The guide will also give advice on the use of TTCN for performance and real-time testing. "
"ES 202 098","Version 1.1.1","Publication","PU",,"1999-05","DES/TMN-00038","TMN","16 Pages","C","es_202098v010101p.pdf","es_202098v010101p0.zip","","","Telecommunications Management Network (TMN);","Information model for a VC transport system using a 34 Mbit/s PDH transmission system in accordance with ITU-T Recommendation G.832","","","","","Generation of Modelling Architecture and Information Model for the VC Transport System   Supported by: GPT Limited, Italtel, Siemens, Siemens Switzerland  Reference documents: ITU-T Rec.G.832, G.774, ETS 300 304, ETS 300 371"
"SR 002 087","Version 1.2.1","Publication","PU",,"1999-05","RSR/BOARD-00003A","BOARD","11 Pages","ZZ","sr_002087v010201p.pdf","","","","Guidelines for the national handling of ETSI deliverables in Central and Eastern European Countries (CEEC)","","","","","","guidelines for the national handling of ETSI deliverables"
"TS 101 203-1","Version 1.2.1","Publication","PU",,"1999-05","RTS/PTS-00021-1","PTS","39 Pages","G","ts_10120301v010201p.pdf","ts_10120301v010201p0.zip","","","Identification card systems;","Telecommunications IC cards and terminals;","Test methods and conformance testing for EN 726-3;","Part 1: Implementation Conformance Statement (ICS) proforma specification","","","This new version takes into account comments received during the CEN enquiry on prEN13343."
"TS 101 207-2","Version 1.2.1","Publication","PU",,"1999-05","RTS/PTS-00023-2","PTS","85 Pages","M","ts_10120702v010201p.pdf","","","","Identification card systems;","Telecommunications IC cards and terminals;","Test methods and conformance testing for EN 726-7;","Part 2: Test Suite Structure and Test Purposes (TSS & TP) specification","","","This new version takes into account comments received during the CEN enquiry on prEN 13345."
"TS 101 281","Version 1.2.1","Publication","PU",,"1999-05","RTS/ERM-RP05-019","ERM RP05","35 Pages","F","ts_101281v010201p.pdf","","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Terrestrial Flight Telecommunications System (TFTS);","Ground to air calling from GSM","","","","To incorporate various revisions related to TFTS Ground to Air calling from GSM. Supporting ETSI Member organisations: Telia Mobitel, FCR, Datamobil and GEC Marconi. Revision of TS 101 281 edition / version 1.1.1."
"EN 301 067-1","Version 1.1.3","Publication","PU",,"1999-05","DEN/SPS-05082-1","SPS 5","6 Pages","A","en_30106701v010103p.pdf","","","","Broadband Integrated Services Digital Network (B-ISDN);","Digital Subscriber Signalling System No. two (DSS2) protocol;","Connection characteristics;","Negotiation during call/connection establishment phase;","Part 1: Protocol specification [ITU-T Recommendation Q.2962 (1996), modified]","","B-ISDN UNI layer 3 signalling CS2 - step 1 at the UNI "
"EN 300 477","Version 1.2.2","Publication","PU",,"1999-05","REN/NA-064012","NA 6","91 Pages","M","en_300477v010202p.pdf","en_300477v010202p0.zip","","","Universal Personal Telecommunication (UPT);","UPT phase 2;","Functional specification of the interface of a UPT Integrated Circuit Card (ICC) and Card Accepting Devices (CAD);","UPT card accepting Dual Tone Multiple Frequency (DTMF) device","","","This second edition of ETS 300 477 intends to correct and enhance the first version."
"EN 301 363","Version 1.1.2","Publication","PU",,"1999-05","DEN/NA-064011","NA 6","22 Pages","D","en_301363v010102p.pdf","","","","Universal Personal Telecommunication (UPT);","UPT phase 2;","Functional specification of the interface of a UPT Integrated Circuit Card (ICC) and Public Switched Telephone Network (PSTN), Integrated Services Digital Network (ISDN) and Global System for Mobile communications (GSM) terminals (one pass","and multiple pass authentication);","Conformance test specification","","This EN specifies the Conformance Testing part of ETS 300 823. "
"EN 301 366","Version 1.1.2","Publication","PU",,"1999-05","DEN/NA-064009","NA 6","182 Pages","Q","en_301366v010102p.pdf","","","","Universal Personal Telecommunication (UPT);","UPT phase 2;","Functional specification of the interface of a UPT Integrated Circuit Card (ICC) and Card Accepting Devices (CADs);","UPT card accepting Dual Tone Multiple Frequency (DTMF) device;","Conformance test specification","","This EN specifies the Conformance Testing of ETS 300 477. "
"EN 301 178","Version 1.1.1","Publication","PU",,"1999-05","DEN/ERM-RP01-012","ERM RP01","47 Pages","I","en_301178v010101p.pdf","","","","Electromagnetic compatibility and Radio spectrum Matters (ERM);","Technical characteristics and methods of measurement for portable Very High Frequency (VHF) radiotelephone equipment for the maritime mobile service operating in the VHF bands (for non-GMDSS applications only)","","","","","Equipment to be used in the maritime mobile service including on- board communication, inter-ship communication & public correspondance. "
